_id,theaterId,location.address.street1,location.address.city,location.address.state,location.address.zipcode,location.geo.type,location.geo.coordinates[0],location.geo.coordinates[1],location.address.street2
59a47286cfa9a3a73e51e75f,1064,401 S Mt Juliet Rd,Mt Juliet,TN,37122,Point,-86.509552,36.164974,
59a47286cfa9a3a73e51e762,1070,5591 Hwy 153,Hixson,TN,37343,Point,-85.250465,35.148224,
59a47286cfa9a3a73e51e76a,1069,345 Rockaway Tpke,Lawrence,NY,11559,Point,-73.739922,40.626957,
59a47286cfa9a3a73e51e72c,1000,340 W Market,Bloomington,MN,55425,Point,-93.24565,44.85466,
59a47286cfa9a3a73e51e72f,1004,5072 Pinnacle Sq,Birmingham,AL,35235,Point,-86.642662,33.605438,
59a47286cfa9a3a73e51e732,1014,155 Los Altos Pkwy,Sparks,NV,89436,Point,-119.7412,39.579536,
59a47286cfa9a3a73e51e73b,101,25422 El Paseo,Mission Viejo,CA,92691,Point,-117.674814,33.590599,
59a47286cfa9a3a73e51e742,1024,138 E Interstate 20,Weatherford,TX,76087,Point,-97.783157,32.727791,Ste 120
59a47286cfa9a3a73e51e743,1027,5944 Quebec St,Fort Worth,TX,76135,Point,-97.429245,32.804398,
59a47286cfa9a3a73e51e744,1028,529 5th Ave,New York,NY,10017,Point,-73.980011,40.754333,
59a47286cfa9a3a73e51e748,1030,5890 N Elizabeth St,Pueblo,CO,81008,Point,-104.61839,38.329201,
59a47286cfa9a3a73e51e752,1043,1240 Marvin Rd Ne,Lacey,WA,98516,Point,-122.76134,47.058128,
59a47286cfa9a3a73e51e753,1044,6950 Arroyo Crossing Pkwy,Las Vegas,NV,89113,Point,-115.24371,36.064461,
59a47286cfa9a3a73e51e758,1050,1600 Center Rd,Avon,OH,44011,Point,-82.017853,41.466305,
59a47286cfa9a3a73e51e75d,1053,7000 Arundel Mills Circle,Hanover,MD,21076,Point,-76.725204,39.155998,Ste F1
59a47286cfa9a3a73e51e75e,1046,6600 Lone Tree Way,Brentwood,CA,94513,Point,-121.72911,37.963871,
59a47286cfa9a3a73e51e760,1056,1628 S Signal Butte Rd,Mesa,AZ,85209,Point,-111.60139,33.384254,
59a47286cfa9a3a73e51e761,1058,1148 Nw Norman Ave,Gresham,OR,97030,Point,-122.43715,45.505295,
59a47286cfa9a3a73e51e767,1067,100 Hawley Ln,Trumbull,CT,06611,Point,-73.152496,41.233082,
59a47286cfa9a3a73e51e76f,1079,210 Ken Pratt Blvd,Longmont,CO,80501,Point,-105.09621,40.15467,
59a47286cfa9a3a73e51e773,1081,3142 SE Military Dr,San Antonio,TX,78235,Point,-98.431946,29.350693,
59a47286cfa9a3a73e51e77a,1097,1100 Oxford Exchange Blvd,Oxford,AL,36203,Point,-85.835876,33.604454,
59a47286cfa9a3a73e51e77c,1089,21085 Salmon Run Mall Loop W,Watertown,NY,13601,Point,-75.959389,43.97506,
59a47286cfa9a3a73e51e77d,108,12133 Mall Blvd,Victorville,CA,92392,Point,-117.351461,34.471948,
59a47286cfa9a3a73e51e784,1104,2055 N Tomahawk Island Drive,Portland,OR,97217,Point,-122.68615,45.61493,
59a47286cfa9a3a73e51e788,1107,14125 River Gate Pkwy,Charlotte,NC,28273,Point,-80.989288,35.101517,
59a47286cfa9a3a73e51e78a,1108,1055 Metropolitan Ave,Charlotte,NC,28204,Point,-80.834904,35.213101,
59a47286cfa9a3a73e51e78b,1102,3225 Missouri Blvd,Jefferson City,MO,65109,Point,-92.241463,38.580399,
59a47286cfa9a3a73e51e78d,1115,13107 40th Road c300,Flushing,NY,11354,Point,-73.83701,40.75585,
59a47286cfa9a3a73e51e78e,1087,2865 Concord Rd,York,PA,17402,Point,-76.6757,39.98238,
59a47286cfa9a3a73e51e79e,1127,3401 Erie Blvd E,DeWitt,NY,13214,Point,-76.069237,43.045792,
59a47286cfa9a3a73e51e7a2,112,390 N Moorpark Rd,Thousand Oaks,CA,91360,Point,-118.87419,34.182625,
59a47286cfa9a3a73e51e7a3,1130,6810 Charlotte Pike,Nashville,TN,37209,Point,-86.89312,36.134159,
59a47286cfa9a3a73e51e7a8,1136,650 N University Dr,Coral Springs,FL,33071,Point,-80.25539,26.23946,
59a47286cfa9a3a73e51e7ab,1138,105 Topsham Fair Mall Rd,Topsham,ME,04086,Point,-69.98002,43.93842,
59a47286cfa9a3a73e51e76e,1086,601 East Jubal Early Dr,Winchester,VA,22601,Point,-78.16511,39.16421,
59a47286cfa9a3a73e51e770,1088,162 Santilli Hwy,Everett,MA,02149,Point,-71.06851,42.39917,
59a47286cfa9a3a73e51e771,1078,16485 N Marketplace Blvd,Nampa,ID,83687,Point,-116.59116,43.611172,
59a47286cfa9a3a73e51e774,1082,2003 N Loop 1604 E,San Antonio,TX,78232,Point,-98.464653,29.611219,
59a47286cfa9a3a73e51e776,1083,12909 Shops Pkwy,Bee Cave,TX,78738,Point,-97.947754,30.310236,
59a47286cfa9a3a73e51e777,1094,10025 N Michigan Rd,Carmel,IN,46032,Point,-86.230759,39.934792,
59a47286cfa9a3a73e51e778,1095,50400 Waterside Dr,Chesterfield,MI,48051,Point,-82.8302,42.67009,
59a47286cfa9a3a73e51e77b,106,39330 10th St W,Palmdale,CA,93551,Point,-118.1447,34.597626,
59a47286cfa9a3a73e51e77f,1090,60 Ave Rio Hondo,Bayamon,PR,00961,Point,-66.16224,18.42217,Ste 60
59a47286cfa9a3a73e51e780,109,11301 W Pico Blvd,Los Angeles,CA,90064,Point,-118.4389,34.035656,
59a47286cfa9a3a73e51e783,1093,7949 Towne Center Pkwy,Papillion,NE,68046,Point,-96.025322,41.136444,
59a47286cfa9a3a73e51e786,10,1795 County Rd D E,Maplewood,MN,55109,Point,-93.025986,45.036556,
59a47286cfa9a3a73e51e78c,1113,2901 S Dogwood Rd,El Centro,CA,92243,Point,-115.52876,32.770676,
59a47286cfa9a3a73e51e791,1057,8645 Pulaski Hwy,Rosedale,MD,21237,Point,-76.483322,39.33239,
59a47286cfa9a3a73e51e794,1084,5005 E Marketplace Dr,Flagstaff,AZ,86004,Point,-111.57584,35.223331,
59a47286cfa9a3a73e51e795,1126,14 Allstate Rd,Dorchester,MA,02125,Point,-71.060478,42.327961,
59a47286cfa9a3a73e51e797,1121,5101 Frederica St,Owensboro,KY,42301,Point,-87.127319,37.719315,
59a47286cfa9a3a73e51e799,111,500 Westminster Mall Rd,Westminster,CA,92683,Point,-118.0133,33.750256,
59a47286cfa9a3a73e51e79b,1098,2130 Route 70 W,Cherry Hill,NJ,08002,Point,-75.028412,39.935669,
59a47286cfa9a3a73e51e79c,1125,2675 Geary Blvd,San Francisco,CA,94118,Point,-122.44702,37.782257,Suite 300
59a47286cfa9a3a73e51e76d,1072,19503 Interstate 45,Spring,TX,77388,Point,-95.431725,30.050264,
59a47286cfa9a3a73e51e772,107,3675 Pacific Coast Hwy,Torrance,CA,90505,Point,-118.3493,33.805847,
59a47286cfa9a3a73e51e775,1080,715 W Prien Lake Rd,Lake Charles,LA,70601,Point,-93.225464,30.199205,
59a47286cfa9a3a73e51e779,1096,1632 Stringtown Rd,Grove City,OH,43123,Point,-83.043732,39.879684,
59a47286cfa9a3a73e51e782,1101,329 Tuttle Creek Blvd,Manhattan,KS,66502,Point,-96.559006,39.181942,
59a47286cfa9a3a73e51e787,1106,2323 1st St S,Willmar,MN,56201,Point,-95.039848,45.100941,
59a47286cfa9a3a73e51e790,1119,2701 Cherry Ave,Signal Hill,CA,90755,Point,-118.16783,33.807213,
59a47286cfa9a3a73e51e792,1085,16680 Highlands Center Dr,Bristol,VA,24202,Point,-82.11652,36.63588,
59a47286cfa9a3a73e51e793,110,3900 Tyler St,Riverside,CA,92503,Point,-117.46361,33.914719,
59a47286cfa9a3a73e51e79a,1123,1584 N State Route 50,Bourbonnais,IL,60914,Point,-87.850174,41.172596,
59a47286cfa9a3a73e51e79d,1124,585 24 1/2 Rd,Grand Junction,CO,81505,Point,-108.59233,39.08596,
59a47286cfa9a3a73e51e79f,1112,5311 S Calle Santa Cruz,Tucson,AZ,85706,Point,-110.98976,32.15375,
59a47286cfa9a3a73e51e7a1,1129,10901 Georgia Ave,Wheaton,MD,20902,Point,-77.052582,39.035542,
59a47286cfa9a3a73e51e7a5,1141,4210 14th St W,Bradenton,FL,34205,Point,-82.574356,27.463388,
59a47286cfa9a3a73e51e7aa,1137,4250 Route 9,Howell,NJ,07731,Point,-74.227783,40.147621,
59a47286cfa9a3a73e51e76c,1071,670 Dawsonville Hwy,Gainesville,GA,30501,Point,-83.853539,34.297371,
59a47286cfa9a3a73e51e77e,1091,60 Smithfield Blvd,Plattsburgh,NY,12901,Point,-73.503448,44.700077,
59a47286cfa9a3a73e51e781,1099,16630 Royalton Road,Strongsville,OH,44136,Point,-81.8160406,41.313093,
59a47286cfa9a3a73e51e785,1092,3100 14th St Nw,Washington,DC,20010,Point,-77.034,38.929,
59a47286cfa9a3a73e51e789,1109,10035 W Mcdowell Rd,Avondale,AZ,85323,Point,-112.27374,33.463428,
59a47286cfa9a3a73e51e78f,1110,332-A Robert Smalls Pkwy,Beaufort,SC,29906,Point,-80.742401,32.42247,
59a47286cfa9a3a73e51e796,1120,1987 Sam Rittenberg Blvd,Charleston,SC,29407,Point,-80.027075,32.795545,
59a47286cfa9a3a73e51e798,1118,230 Calle Federico Costa Hato Rey,San Juan,PR,00918,Point,-66.07188,18.42684,
59a47286cfa9a3a73e51e7a0,1128,1182 Admiral Callaghan Lane,Vallejo,CA,94591,Point,-122.2129,38.136486,
59a47286cfa9a3a73e51e7a4,1131,3701 Mckinley Pkwy,Buffalo,NY,14219,Point,-78.812096,42.790466,
59a47286cfa9a3a73e51e7a6,1132,6390 Bayfield Pkwy,Concord,NC,28027,Point,-80.674644,35.419713,
59a47286cfa9a3a73e51e7a7,1134,3511 N Salida Ct,Aurora,CO,80011,Point,-104.77771,39.764637,
59a47286cfa9a3a73e51e7a9,1135,10033 Gulf Center Dr,Fort Myers,FL,33913,Point,-81.790421,26.491123,
59a47286cfa9a3a73e51e7af,1133,633 River Hwy,Mooresville,NC,28117,Point,-80.87305,35.59451,
59a47286cfa9a3a73e51e7b2,1157,1977 Millerville Rd,Baton Rouge,LA,70816,Point,-91.019234,30.43948,
59a47286cfa9a3a73e51e7c3,1165,1072 Willow Road,Northbrook,IL,60062,Point,-87.80494,42.10671,
59a47286cfa9a3a73e51e7c5,1169,1561 S Randall Rd,Algonquin,IL,60102,Point,-88.333092,42.156265,
59a47286cfa9a3a73e51e7ca,1172,610 Exterior Street,Bronx,NY,10451,Point,-73.9310055,40.8172327,
59a47286cfa9a3a73e51e7cd,1178,33590 S Dixie Hwy,Florida City,FL,33034,Point,-80.47569,25.45232,
59a47286cfa9a3a73e51e7dd,1197,1801 Hempstead Road,Lancaster,PA,17601,Point,-76.24735,40.04728,
59a47286cfa9a3a73e51e7de,1252,3720 National Road E,Richmond,IN,47374,Point,-84.8507,39.831001,
59a47286cfa9a3a73e51e7e2,11,300 Northtown Dr Ne,Blaine,MN,55434,Point,-93.261429,45.126179,
59a47286cfa9a3a73e51e7e4,1224,384 S. Wadsworth Blvd,Lakewood,CO,80226,Point,-105.08081,39.71035,
59a47286cfa9a3a73e51e7e5,1220,6000 E Lake Sammamish Parkway SE,Issaquah,WA,98027,Point,-122.04142,47.54935,
59a47286cfa9a3a73e51e7e7,124,72369 Highway 111,Palm Desert,CA,92260,Point,-116.40418,33.726726,
59a47286cfa9a3a73e51e7ea,130,19929 Rinaldi St,Northridge,CA,91326,Point,-118.56584,34.276062,
59a47286cfa9a3a73e51e7ac,114,120 E Imperial Hwy,Fullerton,CA,92835,Point,-117.93148,33.916073,
59a47286cfa9a3a73e51e7ae,1142,555 W Roosevelt Rd,Chicago,IL,60607,Point,-87.64116,41.86686,
59a47286cfa9a3a73e51e7b0,1143,11855 N Oracle Rd,Oro Valley,AZ,85737,Point,-110.93728,32.42561,
59a47286cfa9a3a73e51e7b8,1153,1201 Barbara Jordan Blvd,Austin,TX,78723,Point,-97.70874,30.306004,
59a47286cfa9a3a73e51e7bc,1168,1040 S State Road 7,Wellington,FL,33414,Point,-80.20118,26.66385,
59a47286cfa9a3a73e51e7bf,1160,13238 Northwest Fwy,Houston,TX,77040,Point,-95.50827,29.852411,
59a47286cfa9a3a73e51e7cc,1177,215 Stafford Park Blvd,Manahawkin,NJ,08050,Point,-74.28497,39.71047,
59a47286cfa9a3a73e51e7cf,1180,19350 #B Nordhoff Way,Northridge,CA,91324,Point,-118.55508,34.23403,
59a47286cfa9a3a73e51e7d0,1183,3967 State Route 31,Liverpool,NY,13090,Point,-76.2364,43.18766,
59a47286cfa9a3a73e51e7d2,1184,6300 Grandview Pkwy,Davenport,FL,33837,Point,-81.64426,28.24956,
59a47286cfa9a3a73e51e7d3,1186,1810 Cumming Hwy,Canton,GA,30114,Point,-84.4603709,34.2379951,Suite 600
59a47286cfa9a3a73e51e7d5,1188,655 W Herndon Ave,Clovis,CA,93612,Point,-119.72599,36.84002,
59a47286cfa9a3a73e51e7d7,1190,1760 Grass Valley Highway,Auburn,CA,95603,Point,-121.086269,38.928965,
59a47286cfa9a3a73e51e7d8,118,2300 N Rose Ave,Oxnard,CA,93036,Point,-119.15649,34.224163,
59a47286cfa9a3a73e51e7db,1193,400 Front Street,Collegeville,PA,19426,Point,-75.451571,40.1856597,
59a47286cfa9a3a73e51e7dc,1194,4210 Centerplace Dr,Greeley,CO,80634,Point,-104.7091322,40.4233142,
59a47286cfa9a3a73e51e7df,1258,2200 S University Dr,Davie,FL,33324,Point,-80.251185,26.094541,
59a47286cfa9a3a73e51e7ad,1140,280 School St,Mansfield,MA,02048,Point,-71.22894,42.01262,
59a47286cfa9a3a73e51e7b1,1145,9680 Mission Gorge Rd,Santee,CA,92071,Point,-116.98512,32.83952,
59a47286cfa9a3a73e51e7bb,1156,3367 Daniels Rd,Winter Garden,FL,34787,Point,-81.586365,28.520824,
59a47286cfa9a3a73e51e7be,115,25080 Madison Ave,Murrieta,CA,92562,Point,-117.198,33.557571,
59a47286cfa9a3a73e51e7c0,1164,1015 Village Center Drive,Tarentum,PA,15084,Point,-79.838371,40.54586,
59a47286cfa9a3a73e51e7c1,1162,100 S Colonial Dr,Alabaster,AL,35007,Point,-86.804466,33.225689,
59a47286cfa9a3a73e51e7c2,1166,3200 Shoppers Dr,Mchenry,IL,60050,Point,-88.265358,42.361271,
59a47286cfa9a3a73e51e7c6,1146,7643 Jordan Landing Blvd,West Jordan,UT,84084,Point,-111.98746,40.61105,
59a47286cfa9a3a73e51e7c7,1159,3335 Cobb Pkwy Nw,Acworth,GA,30101,Point,-84.683434,34.034866,
59a47286cfa9a3a73e51e7c8,1170,2600 Us Hwy 34,Oswego,IL,60543,Point,-88.32581,41.69234,
59a47286cfa9a3a73e51e7c9,1171,6707 S Vine St,Centennial,CO,80122,Point,-104.96501,39.59486,Ste. D
59a47286cfa9a3a73e51e7cb,1174,10545 Hwy 49,Gulfport,MS,39503,Point,-89.097679,30.44689,
59a47286cfa9a3a73e51e7ce,117,12989 Park Plaza Dr,Cerritos,CA,90703,Point,-118.05516,33.86932,
59a47286cfa9a3a73e51e7d9,1191,11840 71st St,Kenosha,WI,53142,Point,-87.95186,42.57202,
59a47286cfa9a3a73e51e7da,1192,1070 N Port Washington Rd,Grafton,WI,53024,Point,-87.92074,43.32195,
59a47286cfa9a3a73e51e7e0,119,901 S Coast Dr,Costa Mesa,CA,92626,Point,-117.89194,33.6884,Ste F
59a47286cfa9a3a73e51e7e6,122,2050 N Rainbow Blvd,Las Vegas,NV,89108,Point,-115.24034,36.196686,
59a47286cfa9a3a73e51e7e9,1198,2375 N Tustin St,Orange,CA,92865,Point,-117.83397,33.82801,
59a47286cfa9a3a73e51e7eb,125,3415 E Foothill Blvd,Pasadena,CA,91107,Point,-118.07932,34.150719,
59a47286cfa9a3a73e51e7b3,1147,3600 County Trunk Hwy A,Kohler,WI,53044,Point,-87.764252,43.711769,
59a47286cfa9a3a73e51e7b4,1149,105 Shoppers Way,Christiansburg,VA,24073,Point,-80.423721,37.168324,
59a47286cfa9a3a73e51e7b5,1148,2220 Promenade Blvd,Rogers,AR,72758,Point,-94.18157,36.30581,
59a47286cfa9a3a73e51e7b6,113,26531 Bouquet Canyon Rd,Santa Clarita,CA,91350,Point,-118.53696,34.429134,
59a47286cfa9a3a73e51e7b7,1152,1 Galleria Dr,Cheektowaga,NY,14225,Point,-78.763435,42.914886,J107
59a47286cfa9a3a73e51e7b9,1154,4180 Us Hwy 1,Monmouth Jct,NJ,08852,Point,-74.57343,40.38204,Ste 400C
59a47286cfa9a3a73e51e7ba,1155,10221 Perimeter Pkwy,Charlotte,NC,28216,Point,-80.85369,35.34679,
59a47286cfa9a3a73e51e7bd,116,21601 Victory Blvd,Canoga Park,CA,91303,Point,-118.59945,34.18998,
59a47286cfa9a3a73e51e7c4,1167,770 Colemans Crossing Blvd,Marysville,OH,43040,Point,-83.34086,40.23074,
59a47286cfa9a3a73e51e7d1,1185,3040 Watson Blvd,Warner Robins,GA,31093,Point,-83.69113,32.61862,
59a47286cfa9a3a73e51e7d4,1187,1046 N El Camino Real,Encinitas,CA,92024,Point,-117.26584,33.06663,
59a47286cfa9a3a73e51e7d6,1189,2288 E Williams Field Rd,Gilbert,AZ,85295,Point,-111.73894,33.30795,
59a47286cfa9a3a73e51e7e1,120,1950 Santa Rosa Ave,Santa Rosa,CA,95407,Point,-122.71011,38.420128,
59a47286cfa9a3a73e51e7e3,121,7550 N Blackstone Ave,Fresno,CA,93720,Point,-119.78667,36.849934,
59a47286cfa9a3a73e51e7e8,123,575 E Wetmore Rd,Tucson,AZ,85705,Point,-110.96164,32.287407,
59a47286cfa9a3a73e51e7f1,128,5575 S Virginia St,Reno,NV,89502,Point,-119.78868,39.475178,
59a47286cfa9a3a73e51e7ef,127,5101 Clark Ave,Lakewood,CA,90712,Point,-118.13409,33.852024,
59a47286cfa9a3a73e51e7f2,129,1236 Galleria Blvd,Roseville,CA,95678,Point,-121.26063,38.773228,
59a47286cfa9a3a73e51e7f8,138,1490 Fitzgerald Rd,Pinole,CA,94564,Point,-122.30667,37.990162,
59a47286cfa9a3a73e51e7f9,12,4130 W Division St,Saint Cloud,MN,56301,Point,-94.209656,45.55275,
59a47286cfa9a3a73e51e7fa,1380,3209 Vestal Parkway East,Vestal,NY,13850,Point,-75.9973,42.09728,
59a47286cfa9a3a73e51e807,1397,19125 W. Lake Houston Pkwy,Humble,TX,77346,Point,-95.16158,29.99776,
59a47286cfa9a3a73e51e819,1415,16924 Twin Lakes Ave,Marysville,WA,98271,Point,-122.18894,48.146492,
59a47286cfa9a3a73e51e81d,1420,649 Turner St,Auburn,ME,04210,Point,-70.231659,44.119579,
59a47286cfa9a3a73e51e824,1426,6670 Edwardsville Crossing Drive,Edwardsville,IL,62025,Point,-89.95327,38.784763,
59a47286cfa9a3a73e51e827,142,63 Ranch Ave,Milpitas,CA,95035,Point,-121.92157,37.428322,
59a47286cfa9a3a73e51e7f3,131,8960 Central Ave,Montclair,CA,91763,Point,-117.69006,34.091671,
59a47286cfa9a3a73e51e7fd,1383,1389 Wendy Court,Spring Hill,FL,34607,Point,-82.61861,28.47326,
59a47286cfa9a3a73e51e7fe,1385,45 Plaza PL,Waynesville,NC,28786-6875,Point,-83.01149,35.46517,
59a47286cfa9a3a73e51e802,136,1547 Gateway Blvd,Fairfield,CA,94533,Point,-122.05458,38.260357,
59a47286cfa9a3a73e51e804,1394,128 Bailey Farm Rd,Monroe,NY,10950,Point,-74.15178,41.3194,
59a47286cfa9a3a73e51e805,1395,646 N West End Blvd,Quakertown,PA,18951,Point,-75.36817,40.46084,
59a47286cfa9a3a73e51e806,1396,2165 Bronze Star Dr.,Woodland,CA,95776-5406,Point,-121.72698,38.67245,
59a47286cfa9a3a73e51e808,1399,5821 Poplar Ave,Memphis,TN,38119,Point,-89.867362,35.103514,
59a47286cfa9a3a73e51e809,1400,2833 W Ridge Rd,Rochester,NY,14626,Point,-77.691307,43.209003,
59a47286cfa9a3a73e51e80d,1391,7090 Market Place Dr,Goleta,CA,93117,Point,-119.875481,34.425956,
59a47286cfa9a3a73e51e811,1409,30178 Haun Rd,Menifee,CA,92584,Point,-117.17145,33.68198,
59a47286cfa9a3a73e51e812,1407,208 Fortune Blvd,Milford,MA,01757,Point,-71.503601,42.1623,
59a47286cfa9a3a73e51e816,1411,1620 W Osceola Pkwy,Kissimmee,FL,34741,Point,-81.421944,28.340727,
59a47286cfa9a3a73e51e817,1412,3171 N George Bush Fwy,Garland,TX,75040,Point,-96.613983,32.945286,
59a47286cfa9a3a73e51e81f,1421,6455 N Decatur Blvd,Las Vegas,NV,89131,Point,-115.20852,36.277332,
59a47286cfa9a3a73e51e825,1427,7231 SE 29th St,Midwest City,OK,73110,Point,-97.40155,35.43582,
59a47286cfa9a3a73e51e828,1428,321 Azalea Square Blvd,Summerville,SC,29483,Point,-80.160919,33.037933,
59a47286cfa9a3a73e51e82b,1433,33 Orchard Hill Park Dr,Leominster,MA,01453,Point,-71.712425,42.527382,
59a47286cfa9a3a73e51e7ed,1267,430 Town Centre Dr,Johnstown,PA,15904,Point,-78.842452,40.276584,
59a47286cfa9a3a73e51e7f4,1199,9652 Main Street,Fairfax,VA,22031,Point,-77.277419,38.841902,
59a47286cfa9a3a73e51e7f5,133,1901 Arden Way,Sacramento,CA,95815,Point,-121.42125,38.59877,
59a47286cfa9a3a73e51e7f6,134,4820 Dublin Blvd,Dublin,CA,94568,Point,-121.88036,37.70369,
59a47286cfa9a3a73e51e7f7,1388,2020 Hammond Square Dr,Hammond,LA,70403,Point,-90.4611995,30.5043583,
59a47286cfa9a3a73e51e7fb,1381,875 N Michigan Ave,Chicago,IL,60611,Point,-87.623052,41.898798,
59a47286cfa9a3a73e51e7fc,1382,11491 Parkside Dr,Farragut,TN,37934,Point,-84.16388,35.90045,
59a47286cfa9a3a73e51e7ff,1386,8401 Fletcher Pkwy,La Mesa,CA,91942,Point,-117.01664,32.77816,
59a47286cfa9a3a73e51e800,1387,187 Creekside Way,New Braunfels,TX,78130,Point,-98.07806,29.72633,
59a47286cfa9a3a73e51e80a,135,3260 Buskirk Ave,Pleasant Hill,CA,94523,Point,-122.0574,37.942162,
59a47286cfa9a3a73e51e80b,1402,763 W Grasslands Dr,American Fork,UT,84003,Point,-111.81945,40.383049,
