_id,client,command.drop,keyUpdates,lockStats.timeAcquiringMicros.r,lockStats.timeAcquiringMicros.w,lockStats.timeLockedMicros.r,lockStats.timeLockedMicros.w,millis,ns,ntoreturn,numYield,op,responseLength,ts,user,nreturned,nscanned,ntoskip,query.expireAfterSeconds.$exists,query.student_id,cursorid,query.$snapshot,query.class_id,command.profile
552786262cec76ed95fd61ee,127.0.0.1,,0,0,2,0,16,0,school2.student_grades,,0,insert,,2012-11-20T20:03:00.829Z,,,,,,,,,,
552786262cec76ed95fd61f0,127.0.0.1,,0,0,2,0,15,0,school2.student_grades,,0,insert,,2012-11-20T20:03:00.830Z,,,,,,,,,,
552786262cec76ed95fd61f1,127.0.0.1,,0,0,2,0,15,0,school2.student_grades,,0,insert,,2012-11-20T20:03:00.830Z,,,,,,,,,,
552786262cec76ed95fd61f3,127.0.0.1,,0,0,3,0,15,0,school2.student_grades,,0,insert,,2012-11-20T20:02:53.472Z,,,,,,,,,,
552786262cec76ed95fd61f4,127.0.0.1,,0,0,4,0,15,0,school2.student_grades,,0,insert,,2012-11-20T20:03:00.831Z,,,,,,,,,,
552786262cec76ed95fd61f5,127.0.0.1,,0,0,4,0,82,0,school2.student_grades,,0,insert,,2012-11-20T20:03:05.959Z,,,,,,,,,,
552786262cec76ed95fd61f8,127.0.0.1,,0,0,4,0,426,0,school2.student_grades,,0,insert,,2012-11-20T20:03:05.960Z,,,,,,,,,,
552786262cec76ed95fd61fc,127.0.0.1,,0,0,3,0,15,0,school2.student_grades,,0,insert,,2012-11-20T20:03:05.960Z,,,,,,,,,,
552786262cec76ed95fd61ff,127.0.0.1,,0,4175194,4,8877208,0,4886,school2.students,0,8,query,2350,2012-11-20T20:03:10.848Z,,10,10000000,0,,5,,,,
552786262cec76ed95fd6201,127.0.0.1,,0,0,3,0,15,0,school2.student_grades,,0,insert,,2012-11-20T20:02:53.472Z,,,,,,,,,,
552786262cec76ed95fd6209,127.0.0.1,,0,2628184,142,7767271,0,6236,school2.students,0,2,query,2350,2012-11-20T20:03:17.088Z,,10,10000000,0,,6,,,,
552786262cec76ed95fd61ce,127.0.0.1,,0,0,3,0,17,0,school2.student_grades,,0,insert,,2012-11-20T20:02:37.097Z,,,,,,,,,,
552786262cec76ed95fd61d0,127.0.0.1,,0,0,3,0,16,0,school2.student_grades,,0,insert,,2012-11-20T20:02:37.097Z,,,,,,,,,,
552786262cec76ed95fd61d1,127.0.0.1,,0,10600017,143496,22760089,0,12560,school2.students,0,176,query,2350,2012-11-20T20:02:37.091Z,,10,10000000,0,,0,,,,
552786262cec76ed95fd61d7,127.0.0.1,,0,0,3,0,15,0,school2.student_grades,,0,insert,,2012-11-20T20:02:37.099Z,,,,,,,,,,
552786262cec76ed95fd61df,127.0.0.1,,0,0,2,0,15,0,school2.student_grades,,0,insert,,2012-11-20T20:02:43.975Z,,,,,,,,,,
552786262cec76ed95fd61e5,127.0.0.1,,0,0,2,0,16,0,school2.student_grades,,0,insert,,2012-11-20T20:02:53.471Z,,,,,,,,,,
552786262cec76ed95fd61e6,127.0.0.1,,0,0,2,0,16,0,school2.student_grades,,0,insert,,2012-11-20T20:02:53.471Z,,,,,,,,,,
552786262cec76ed95fd61e9,127.0.0.1,,0,3301079,4,10181319,0,7355,school2.students,0,5,query,2350,2012-11-20T20:03:00.828Z,,10,10000000,0,,3,,,,
552786262cec76ed95fd61ec,127.0.0.1,,0,0,3,0,15,0,school2.student_grades,,0,insert,,2012-11-20T20:03:00.830Z,,,,,,,,,,
552786262cec76ed95fd61f6,127.0.0.1,,0,0,2,0,16,0,school2.student_grades,,0,insert,,2012-11-20T20:03:05.959Z,,,,,,,,,,
552786262cec76ed95fd61fa,127.0.0.1,,0,0,3,0,15,0,school2.student_grades,,0,insert,,2012-11-20T20:03:05.960Z,,,,,,,,,,
552786262cec76ed95fd6200,127.0.0.1,,0,0,3,0,81,0,school2.student_grades,,0,insert,,2012-11-20T20:03:10.848Z,,,,,,,,,,
552786262cec76ed95fd6202,127.0.0.1,,0,0,2,0,15,0,school2.student_grades,,0,insert,,2012-11-20T20:03:10.849Z,,,,,,,,,,
552786262cec76ed95fd61d4,127.0.0.1,,0,0,2,0,16,0,school2.student_grades,,0,insert,,2012-11-20T20:02:37.098Z,,,,,,,,,,
552786262cec76ed95fd61d8,127.0.0.1,,0,0,4,0,82,0,school2.student_grades,,0,insert,,2012-11-20T20:02:43.974Z,,,,,,,,,,
552786262cec76ed95fd61db,127.0.0.1,,0,0,2,0,15,0,school2.student_grades,,0,insert,,2012-11-20T20:02:43.974Z,,,,,,,,,,
552786262cec76ed95fd61e4,127.0.0.1,,0,4182244,5,13495141,0,9493,school2.students,0,9,query,2350,2012-11-20T20:02:53.470Z,,10,10000000,0,,2,,,,
552786262cec76ed95fd61eb,127.0.0.1,,0,0,3,0,75,0,school2.student_grades,,0,insert,,2012-11-20T20:03:00.829Z,,,,,,,,,,
552786262cec76ed95fd61ef,127.0.0.1,,0,0,2,0,16,0,school2.student_grades,,0,insert,,2012-11-20T20:03:00.830Z,,,,,,,,,,
552786262cec76ed95fd61fb,127.0.0.1,,0,0,3,0,15,0,school2.student_grades,,0,insert,,2012-11-20T20:03:05.959Z,,,,,,,,,,
552786262cec76ed95fd61fd,127.0.0.1,,0,0,2,0,15,0,school2.student_grades,,0,insert,,2012-11-20T20:03:05.961Z,,,,,,,,,,
552786262cec76ed95fd6203,127.0.0.1,,0,0,2,0,15,0,school2.student_grades,,0,insert,,2012-11-20T20:03:10.850Z,,,,,,,,,,
552786262cec76ed95fd6204,127.0.0.1,,0,0,3,0,15,0,school2.student_grades,,0,insert,,2012-11-20T20:02:53.471Z,,,,,,,,,,
552786262cec76ed95fd6206,127.0.0.1,,0,0,2,0,15,0,school2.student_grades,,0,insert,,2012-11-20T20:03:10.850Z,,,,,,,,,,
552786262cec76ed95fd6207,127.0.0.1,,0,0,2,0,15,0,school2.student_grades,,0,insert,,2012-11-20T20:03:10.850Z,,,,,,,,,,
552786262cec76ed95fd6208,127.0.0.1,,0,0,3,0,15,0,school2.student_grades,,0,insert,,2012-11-20T20:03:10.850Z,,,,,,,,,,
552786262cec76ed95fd620a,127.0.0.1,,0,0,3,0,83,0,school2.student_grades,,0,insert,,2012-11-20T20:03:17.089Z,,,,,,,,,,
552786262cec76ed95fd620c,127.0.0.1,,0,0,2,0,15,0,school2.student_grades,,0,insert,,2012-11-20T20:03:17.089Z,,,,,,,,,,
552786262cec76ed95fd620b,127.0.0.1,,0,0,2,0,16,0,school2.student_grades,,0,insert,,2012-11-20T20:03:17.089Z,,,,,,,,,,
552786262cec76ed95fd6217,127.0.0.1,,0,0,2,0,16,0,school2.student_grades,,0,insert,,2012-11-20T20:03:21.557Z,,,,,,,,,,
552786262cec76ed95fd621b,127.0.0.1,,0,0,3,0,15,0,school2.student_grades,,0,insert,,2012-11-20T20:03:10.849Z,,,,,,,,,,
552786262cec76ed95fd621e,127.0.0.1,,0,1025017,233161,5917050,0,4892,school2.students,0,3,query,2350,2012-11-20T20:03:05.957Z,,10,10000000,0,,4,,,,
552786262cec76ed95fd6225,127.0.0.1,,0,2133547,4,6822411,0,4871,school2.students,0,3,query,2350,2012-11-20T20:03:26.431Z,,10,10000000,0,,8,,,,
552786262cec76ed95fd622a,127.0.0.1,,0,0,3,0,15,0,school2.student_grades,,0,insert,,2012-11-20T20:03:26.432Z,,,,,,,,,,
552786262cec76ed95fd622f,127.0.0.1,,0,0,4,0,15,0,school2.student_grades,,0,insert,,2012-11-20T20:03:26.434Z,,,,,,,,,,
552786262cec76ed95fd6234,127.0.0.1,,0,0,2,0,16,0,school2.student_grades,,0,insert,,2012-11-20T20:03:30.785Z,,,,,,,,,,
552786262cec76ed95fd6235,127.0.0.1,,0,0,2,0,16,0,school2.student_grades,,0,insert,,2012-11-20T20:03:30.786Z,,,,,,,,,,
552786262cec76ed95fd6236,127.0.0.1,,0,0,2,0,15,0,school2.student_grades,,0,insert,,2012-11-20T20:03:30.786Z,,,,,,,,,,
552786262cec76ed95fd623a,127.0.0.1,,0,0,2,0,15,0,school2.student_grades,,0,insert,,2012-11-20T20:03:30.787Z,,,,,,,,,,
552786262cec76ed95fd623c,127.0.0.1,,0,4548894,4,9168619,0,5087,school2.students,0,55,query,2350,2012-11-20T20:03:35.875Z,,10,10000000,0,,10,,,,
552786262cec76ed95fd623e,127.0.0.1,,0,0,2,0,77,0,school2.student_grades,,0,insert,,2012-11-20T20:03:35.875Z,,,,,,,,,,
552786262cec76ed95fd6246,127.0.0.1,,0,0,2,0,15,0,school2.student_grades,,0,insert,,2012-11-20T20:03:35.878Z,,,,,,,,,,
552786262cec76ed95fd6247,127.0.0.1,,0,1020550,231927,5392245,0,4371,school2.students,0,1,query,2350,2012-11-20T20:03:40.482Z,,10,10000000,0,,11,,,,
552786262cec76ed95fd6248,127.0.0.1,,0,0,3,0,81,0,school2.student_grades,,0,insert,,2012-11-20T20:03:40.482Z,,,,,,,,,,
552786262cec76ed95fd6249,127.0.0.1,,0,0,2,0,16,0,school2.student_grades,,0,insert,,2012-11-20T20:03:40.483Z,,,,,,,,,,
552786262cec76ed95fd624b,127.0.0.1,,0,0,3,0,15,0,school2.student_grades,,0,insert,,2012-11-20T20:03:40.483Z,,,,,,,,,,
552786262cec76ed95fd624f,127.0.0.1,,0,0,3,0,15,0,school2.student_grades,,0,insert,,2012-11-20T20:03:40.484Z,,,,,,,,,,
552786262cec76ed95fd6252,127.0.0.1,,0,1018446,232123,5860035,0,4841,school2.students,0,2,query,2350,2012-11-20T20:03:45.559Z,,10,10000000,0,,12,,,,
552786262cec76ed95fd6253,127.0.0.1,,0,0,2,0,16,0,school2.student_grades,,0,insert,,2012-11-20T20:03:45.560Z,,,,,,,,,,
552786262cec76ed95fd6256,127.0.0.1,,0,0,3,0,15,0,school2.student_grades,,0,insert,,2012-11-20T20:03:45.562Z,,,,,,,,,,
552786262cec76ed95fd625a,127.0.0.1,,0,3155536,4,7838309,0,4865,school2.students,0,5,query,2350,2012-11-20T20:03:50.428Z,,10,10000000,0,,13,,,,
552786262cec76ed95fd6260,127.0.0.1,,0,0,2,0,16,0,school2.student_grades,,0,insert,,2012-11-20T20:03:50.430Z,,,,,,,,,,
552786262cec76ed95fd6265,127.0.0.1,,0,0,3,0,15,0,school2.student_grades,,0,insert,,2012-11-20T20:03:50.432Z,,,,,,,,,,
552786262cec76ed95fd626e,127.0.0.1,,0,0,3,0,15,0,school2.student_grades,,0,insert,,2012-11-20T20:03:55.495Z,,,,,,,,,,
552786262cec76ed95fd626f,127.0.0.1,,0,0,2,0,16,0,school2.student_grades,,0,insert,,2012-11-20T20:03:55.495Z,,,,,,,,,,
552786262cec76ed95fd6276,127.0.0.1,,0,0,2,0,15,0,school2.student_grades,,0,insert,,2012-11-20T20:03:59.950Z,,,,,,,,,,
552786262cec76ed95fd6279,127.0.0.1,,0,0,4,0,15,0,school2.student_grades,,0,insert,,2012-11-20T20:03:59.951Z,,,,,,,,,,
552786262cec76ed95fd627a,127.0.0.1,,0,1018916,235025,5817168,0,4798,school2.students,0,3,query,2350,2012-11-20T20:04:04.985Z,,10,10000000,0,,16,,,,
552786262cec76ed95fd620d,127.0.0.1,,0,0,3,0,15,0,school2.student_grades,,0,insert,,2012-11-20T20:03:17.089Z,,,,,,,,,,
552786262cec76ed95fd620f,127.0.0.1,,0,0,3,0,15,0,school2.student_grades,,0,insert,,2012-11-20T20:03:17.090Z,,,,,,,,,,
552786262cec76ed95fd6213,127.0.0.1,,0,0,2,0,15,0,school2.student_grades,,0,insert,,2012-11-20T20:03:17.091Z,,,,,,,,,,
552786262cec76ed95fd6214,127.0.0.1,,0,3064752,232613,7295385,0,4232,school2.students,0,5,query,2350,2012-11-20T20:03:21.556Z,,10,10000000,0,,7,,,,
552786262cec76ed95fd6216,127.0.0.1,,0,0,3,0,16,0,school2.student_grades,,0,insert,,2012-11-20T20:03:21.557Z,,,,,,,,,,
552786262cec76ed95fd621f,127.0.0.1,,0,0,2,0,16,0,school2.student_grades,,0,insert,,2012-11-20T20:03:21.558Z,,,,,,,,,,
552786262cec76ed95fd6229,127.0.0.1,,0,0,2,0,16,0,school2.student_grades,,0,insert,,2012-11-20T20:03:26.432Z,,,,,,,,,,
552786262cec76ed95fd622b,127.0.0.1,,0,0,2,0,16,0,school2.student_grades,,0,insert,,2012-11-20T20:03:26.433Z,,,,,,,,,,
552786262cec76ed95fd6239,127.0.0.1,,0,0,3,0,15,0,school2.student_grades,,0,insert,,2012-11-20T20:03:30.786Z,,,,,,,,,,
552786262cec76ed95fd623f,127.0.0.1,,0,0,3,0,15,0,school2.student_grades,,0,insert,,2012-11-20T20:03:35.876Z,,,,,,,,,,
552786262cec76ed95fd6240,127.0.0.1,,0,0,2,0,16,0,school2.student_grades,,0,insert,,2012-11-20T20:03:35.876Z,,,,,,,,,,
552786262cec76ed95fd6242,127.0.0.1,,0,0,2,0,16,0,school2.student_grades,,0,insert,,2012-11-20T20:03:35.877Z,,,,,,,,,,
552786262cec76ed95fd6243,127.0.0.1,,0,0,3,0,15,0,school2.student_grades,,0,insert,,2012-11-20T20:03:35.877Z,,,,,,,,,,
552786262cec76ed95fd6245,127.0.0.1,,0,0,2,0,16,0,school2.student_grades,,0,insert,,2012-11-20T20:03:35.877Z,,,,,,,,,,
552786262cec76ed95fd624a,127.0.0.1,,0,0,2,0,15,0,school2.student_grades,,0,insert,,2012-11-20T20:03:40.483Z,,,,,,,,,,
552786262cec76ed95fd624c,127.0.0.1,,0,0,3,0,15,0,school2.student_grades,,0,insert,,2012-11-20T20:03:40.483Z,,,,,,,,,,
552786262cec76ed95fd624e,127.0.0.1,,0,0,3,0,15,0,school2.student_grades,,0,insert,,2012-11-20T20:03:40.484Z,,,,,,,,,,
552786262cec76ed95fd6254,127.0.0.1,,0,0,4,0,83,0,school2.student_grades,,0,insert,,2012-11-20T20:03:45.560Z,,,,,,,,,,
552786262cec76ed95fd625b,127.0.0.1,,0,0,2,0,16,0,school2.student_grades,,0,insert,,2012-11-20T20:03:45.561Z,,,,,,,,,,
552786262cec76ed95fd625d,127.0.0.1,,0,0,2,0,17,0,school2.student_grades,,0,insert,,2012-11-20T20:03:50.429Z,,,,,,,,,,
552786262cec76ed95fd625e,127.0.0.1,,0,0,2,0,23,0,school2.student_grades,,0,insert,,2012-11-20T20:03:50.430Z,,,,,,,,,,
552786262cec76ed95fd625f,127.0.0.1,,0,0,2,0,16,0,school2.student_grades,,0,insert,,2012-11-20T20:03:50.430Z,,,,,,,,,,
552786262cec76ed95fd6261,127.0.0.1,,0,0,2,0,16,0,school2.student_grades,,0,insert,,2012-11-20T20:03:50.431Z,,,,,,,,,,
552786262cec76ed95fd6264,127.0.0.1,,0,0,3,0,15,0,school2.student_grades,,0,insert,,2012-11-20T20:03:50.431Z,,,,,,,,,,
552786262cec76ed95fd6266,127.0.0.1,,0,3299777,4,7895182,0,5061,school2.students,0,4,query,2350,2012-11-20T20:03:55.493Z,,10,10000000,0,,14,,,,
552786262cec76ed95fd626b,127.0.0.1,,0,0,2,0,15,0,school2.student_grades,,0,insert,,2012-11-20T20:03:45.561Z,,,,,,,,,,
552786262cec76ed95fd626d,127.0.0.1,,0,0,2,0,16,0,school2.student_grades,,0,insert,,2012-11-20T20:03:55.495Z,,,,,,,,,,
552786262cec76ed95fd6271,127.0.0.1,,0,0,2,0,16,0,school2.student_grades,,0,insert,,2012-11-20T20:03:55.496Z,,,,,,,,,,
552786262cec76ed95fd627b,127.0.0.1,,0,0,3,0,16,0,school2.student_grades,,0,insert,,2012-11-20T20:04:04.986Z,,,,,,,,,,
552786262cec76ed95fd6286,127.0.0.1,,0,0,2,0,16,0,school2.student_grades,,0,insert,,2012-11-20T20:04:10.083Z,,,,,,,,,,
552786262cec76ed95fd6289,127.0.0.1,,0,0,2,0,16,0,school2.student_grades,,0,insert,,2012-11-20T20:04:10.084Z,,,,,,,,,,
552786262cec76ed95fd620e,127.0.0.1,,0,0,4,0,15,0,school2.student_grades,,0,insert,,2012-11-20T20:03:17.089Z,,,,,,,,,,
552786262cec76ed95fd6210,127.0.0.1,,0,0,3,0,15,0,school2.student_grades,,0,insert,,2012-11-20T20:03:17.090Z,,,,,,,,,,
552786262cec76ed95fd6211,127.0.0.1,,0,0,2,0,15,0,school2.student_grades,,0,insert,,2012-11-20T20:03:17.090Z,,,,,,,,,,
552786262cec76ed95fd6212,127.0.0.1,,0,0,2,0,15,0,school2.student_grades,,0,insert,,2012-11-20T20:03:17.090Z,,,,,,,,,,
552786262cec76ed95fd6220,127.0.0.1,,0,0,3,0,15,0,school2.student_grades,,0,insert,,2012-11-20T20:03:21.558Z,,,,,,,,,,
552786262cec76ed95fd6221,127.0.0.1,,0,0,2,0,14,0,school2.student_grades,,0,insert,,2012-11-20T20:02:53.472Z,,,,,,,,,,
552786262cec76ed95fd6223,127.0.0.1,,0,0,2,0,16,0,school2.student_grades,,0,insert,,2012-11-20T20:03:21.559Z,,,,,,,,,,
552786262cec76ed95fd6227,127.0.0.1,,0,0,3,0,15,0,school2.student_grades,,0,insert,,2012-11-20T20:03:26.432Z,,,,,,,,,,
552786262cec76ed95fd6228,127.0.0.1,,0,0,3,0,15,0,school2.student_grades,,0,insert,,2012-11-20T20:03:26.432Z,,,,,,,,,,
552786262cec76ed95fd6232,127.0.0.1,,0,0,4,0,3148,3,school2.student_grades,,0,insert,,2012-11-20T20:03:30.784Z,,,,,,,,,,
552786262cec76ed95fd6233,127.0.0.1,,0,0,3,0,18,0,school2.student_grades,,0,insert,,2012-11-20T20:03:30.785Z,,,,,,,,,,
552786262cec76ed95fd6237,127.0.0.1,,0,0,2,0,16,0,school2.student_grades,,0,insert,,2012-11-20T20:03:30.786Z,,,,,,,,,,
552786262cec76ed95fd623b,0.0.0.0,,0,2,2972,45,0,0,school2.system.indexes,0,0,query,20,2012-11-20T20:03:33.153Z,,0,4,0,true,,,,,
552786262cec76ed95fd6250,127.0.0.1,,0,0,2,0,15,0,school2.student_grades,,0,insert,,2012-11-20T20:03:40.484Z,,,,,,,,,,
552786262cec76ed95fd6251,127.0.0.1,,0,0,2,0,16,0,school2.student_grades,,0,insert,,2012-11-20T20:03:40.485Z,,,,,,,,,,
552786262cec76ed95fd6257,127.0.0.1,,0,0,2,0,15,0,school2.student_grades,,0,insert,,2012-11-20T20:03:45.562Z,,,,,,,,,,
552786262cec76ed95fd625c,127.0.0.1,,0,0,3,0,76,0,school2.student_grades,,0,insert,,2012-11-20T20:03:50.429Z,,,,,,,,,,
552786262cec76ed95fd6262,127.0.0.1,,0,0,3,0,493,0,school2.student_grades,,0,insert,,2012-11-20T20:03:50.431Z,,,,,,,,,,
552786262cec76ed95fd6263,127.0.0.1,,0,0,2,0,16,0,school2.student_grades,,0,insert,,2012-11-20T20:03:50.431Z,,,,,,,,,,
552786262cec76ed95fd6267,127.0.0.1,,0,0,3,0,82,0,school2.student_grades,,0,insert,,2012-11-20T20:03:55.494Z,,,,,,,,,,
552786262cec76ed95fd626c,127.0.0.1,,0,0,3,0,15,0,school2.student_grades,,0,insert,,2012-11-20T20:03:55.494Z,,,,,,,,,,
552786262cec76ed95fd6270,127.0.0.1,,0,0,2,0,16,0,school2.student_grades,,0,insert,,2012-11-20T20:03:55.496Z,,,,,,,,,,
552786262cec76ed95fd6273,127.0.0.1,,0,0,5,0,87,0,school2.student_grades,,0,insert,,2012-11-20T20:03:59.949Z,,,,,,,,,,
552786262cec76ed95fd6274,127.0.0.1,,0,0,3,0,16,0,school2.student_grades,,0,insert,,2012-11-20T20:03:59.950Z,,,,,,,,,,
552786262cec76ed95fd6277,127.0.0.1,,0,0,2,0,15,0,school2.student_grades,,0,insert,,2012-11-20T20:03:59.951Z,,,,,,,,,,
552786262cec76ed95fd6278,127.0.0.1,,0,0,4,0,15,0,school2.student_grades,,0,insert,,2012-11-20T20:03:59.951Z,,,,,,,,,,
552786262cec76ed95fd627d,127.0.0.1,,0,0,2,0,15,0,school2.student_grades,,0,insert,,2012-11-20T20:04:04.987Z,,,,,,,,,,
552786262cec76ed95fd627e,127.0.0.1,,0,0,3,0,15,0,school2.student_grades,,0,insert,,2012-11-20T20:04:04.987Z,,,,,,,,,,
552786262cec76ed95fd627f,127.0.0.1,,0,0,3,0,15,0,school2.student_grades,,0,insert,,2012-11-20T20:04:04.987Z,,,,,,,,,,
552786262cec76ed95fd6280,127.0.0.1,,0,0,2,0,15,0,school2.student_grades,,0,insert,,2012-11-20T20:04:04.987Z,,,,,,,,,,
552786262cec76ed95fd6284,127.0.0.1,,0,0,3,0,16,0,school2.student_grades,,0,insert,,2012-11-20T20:04:10.083Z,,,,,,,,,,
552786262cec76ed95fd6288,127.0.0.1,,0,0,4,0,89,0,school2.student_grades,,0,insert,,2012-11-20T20:04:04.986Z,,,,,,,,,,
552786262cec76ed95fd628a,127.0.0.1,,0,0,3,0,15,0,school2.student_grades,,0,insert,,2012-11-20T20:04:10.084Z,,,,,,,,,,
552786262cec76ed95fd6215,127.0.0.1,,0,0,4,0,86,0,school2.student_grades,,0,insert,,2012-11-20T20:03:21.556Z,,,,,,,,,,
552786262cec76ed95fd6218,127.0.0.1,,0,0,3,0,15,0,school2.student_grades,,0,insert,,2012-11-20T20:03:10.849Z,,,,,,,,,,
552786262cec76ed95fd6219,127.0.0.1,,0,0,2,0,16,0,school2.student_grades,,0,insert,,2012-11-20T20:03:10.849Z,,,,,,,,,,
552786262cec76ed95fd621a,127.0.0.1,,0,0,3,0,15,0,school2.student_grades,,0,insert,,2012-11-20T20:03:21.557Z,,,,,,,,,,
552786262cec76ed95fd621c,127.0.0.1,,0,0,2,0,16,0,school2.student_grades,,0,insert,,2012-11-20T20:03:05.961Z,,,,,,,,,,
552786262cec76ed95fd621d,127.0.0.1,,0,0,2,0,16,0,school2.student_grades,,0,insert,,2012-11-20T20:03:21.557Z,,,,,,,,,,
552786262cec76ed95fd6222,127.0.0.1,,0,0,3,0,15,0,school2.student_grades,,0,insert,,2012-11-20T20:03:21.558Z,,,,,,,,,,
552786262cec76ed95fd6224,127.0.0.1,,0,0,3,0,16,0,school2.student_grades,,0,insert,,2012-11-20T20:03:21.558Z,,,,,,,,,,
552786262cec76ed95fd6226,127.0.0.1,,0,0,2,0,84,0,school2.student_grades,,0,insert,,2012-11-20T20:03:26.432Z,,,,,,,,,,
552786262cec76ed95fd622c,127.0.0.1,,0,0,2,0,16,0,school2.student_grades,,0,insert,,2012-11-20T20:03:26.433Z,,,,,,,,,,
552786262cec76ed95fd622d,127.0.0.1,,0,0,3,0,15,0,school2.student_grades,,0,insert,,2012-11-20T20:03:26.433Z,,,,,,,,,,
552786262cec76ed95fd622e,127.0.0.1,,0,0,2,0,16,0,school2.student_grades,,0,insert,,2012-11-20T20:03:26.433Z,,,,,,,,,,
552786262cec76ed95fd6230,127.0.0.1,,0,2040640,230687,6155986,0,4115,school2.students,0,5,query,2350,2012-11-20T20:03:30.780Z,,10,10000000,0,,9,,,,
552786262cec76ed95fd6231,127.0.0.1,,0,0,4,0,87,0,school2.student_grades,,0,insert,,2012-11-20T20:03:30.781Z,,,,,,,,,,
552786262cec76ed95fd6238,127.0.0.1,,0,0,2,0,15,0,school2.student_grades,,0,insert,,2012-11-20T20:03:30.786Z,,,,,,,,,,
